"ligand","receptor","pathway_name","annotation","evidence","ligand_receptor"
"TGFB1","TGFbR1_R2","TGFb","Secreted Signaling","KEGG: hsa04350","TGFB1_TGFbR1_R2"
"TGFB2","TGFbR1_R2","TGFb","Secreted Signaling","KEGG: hsa04350","TGFB2_TGFbR1_R2"
"TGFB3","TGFbR1_R2","TGFb","Secreted Signaling","KEGG: hsa04350","TGFB3_TGFbR1_R2"
"TGFB1","ACVR1B_TGFbR2","TGFb","Secreted Signaling","PMID: 27449815","TGFB1_ACVR1B_TGFbR2"
"TGFB1","ACVR1C_TGFbR2","TGFb","Secreted Signaling","PMID: 27449815","TGFB1_ACVR1C_TGFbR2"
"TGFB2","ACVR1B_TGFbR2","TGFb","Secreted Signaling","PMID: 27449815","TGFB2_ACVR1B_TGFbR2"
"TGFB2","ACVR1C_TGFbR2","TGFb","Secreted Signaling","PMID: 27449815","TGFB2_ACVR1C_TGFbR2"
"TGFB3","ACVR1B_TGFbR2","TGFb","Secreted Signaling","PMID: 27449815","TGFB3_ACVR1B_TGFbR2"
"TGFB3","ACVR1C_TGFbR2","TGFb","Secreted Signaling","PMID: 27449815","TGFB3_ACVR1C_TGFbR2"
"TGFB1","ACVR1_TGFbR","TGFb","Secreted Signaling","PMID: 29376829","TGFB1_ACVR1_TGFbR"
"TGFB2","ACVR1_TGFbR","TGFb","Secreted Signaling","PMID: 29376829","TGFB2_ACVR1_TGFbR"
"TGFB3","ACVR1_TGFbR","TGFb","Secreted Signaling","PMID: 29376829","TGFB3_ACVR1_TGFbR"
"BMP2","BMPR1A_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP2_BMPR1A_ACVR2A"
"BMP2","BMPR1A_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP2_BMPR1A_ACVR2B"
"BMP2","BMPR1A_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP2_BMPR1A_BMPR2"
"BMP2","BMPR1B_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP2_BMPR1B_ACVR2A"
"BMP2","BMPR1B_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP2_BMPR1B_ACVR2B"
"BMP2","BMPR1B_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP2_BMPR1B_BMPR2"
"BMP4","BMPR1A_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP4_BMPR1A_ACVR2A"
"BMP4","BMPR1A_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP4_BMPR1A_ACVR2B"
"BMP4","BMPR1A_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP4_BMPR1A_BMPR2"
"BMP4","BMPR1B_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP4_BMPR1B_ACVR2A"
"BMP4","BMPR1B_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP4_BMPR1B_ACVR2B"
"BMP4","BMPR1B_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP4_BMPR1B_BMPR2"
"GDF5","BMPR1A_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF5_BMPR1A_ACVR2A"
"GDF5","BMPR1A_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF5_BMPR1A_ACVR2B"
"GDF5","BMPR1A_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF5_BMPR1A_BMPR2"
"GDF5","BMPR1B_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF5_BMPR1B_ACVR2A"
"GDF5","BMPR1B_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF5_BMPR1B_ACVR2B"
"GDF5","BMPR1B_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF5_BMPR1B_BMPR2"
"GDF6","BMPR1A_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF6_BMPR1A_ACVR2A"
"GDF6","BMPR1A_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF6_BMPR1A_ACVR2B"
"GDF6","BMPR1A_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF6_BMPR1A_BMPR2"
"GDF6","BMPR1B_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF6_BMPR1B_ACVR2A"
"GDF6","BMPR1B_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF6_BMPR1B_ACVR2B"
"GDF6","BMPR1B_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF6_BMPR1B_BMPR2"
"GDF7","BMPR1A_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF7_BMPR1A_ACVR2A"
"GDF7","BMPR1A_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF7_BMPR1A_ACVR2B"
"GDF7","BMPR1A_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF7_BMPR1A_BMPR2"
"GDF7","BMPR1B_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF7_BMPR1B_ACVR2A"
"GDF7","BMPR1B_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF7_BMPR1B_ACVR2B"
"GDF7","BMPR1B_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF7_BMPR1B_BMPR2"
"BMP15","BMPR1B_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP15_BMPR1B_BMPR2"
"BMP5","ACVR1_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP5_ACVR1_ACVR2A"
"BMP5","ACVR1_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP5_ACVR1_ACVR2B"
"BMP5","ACVR1_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP5_ACVR1_BMPR2"
"BMP5","BMPR1A_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP5_BMPR1A_ACVR2A"
"BMP5","BMPR1A_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP5_BMPR1A_ACVR2B"
"BMP5","BMPR1A_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP5_BMPR1A_BMPR2"
"BMP5","BMPR1B_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP5_BMPR1B_ACVR2A"
"BMP5","BMPR1B_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP5_BMPR1B_ACVR2B"
"BMP5","BMPR1B_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP5_BMPR1B_BMPR2"
"BMP6","ACVR1_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP6_ACVR1_ACVR2A"
"BMP6","ACVR1_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP6_ACVR1_ACVR2B"
"BMP6","ACVR1_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP6_ACVR1_BMPR2"
"BMP6","BMPR1A_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP6_BMPR1A_ACVR2A"
"BMP6","BMPR1A_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP6_BMPR1A_ACVR2B"
"BMP6","BMPR1A_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP6_BMPR1A_BMPR2"
"BMP6","BMPR1B_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP6_BMPR1B_ACVR2A"
"BMP6","BMPR1B_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP6_BMPR1B_ACVR2B"
"BMP6","BMPR1B_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP6_BMPR1B_BMPR2"
"BMP7","ACVR1_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP7_ACVR1_ACVR2A"
"BMP7","ACVR1_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP7_ACVR1_ACVR2B"
"BMP7","ACVR1_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP7_ACVR1_BMPR2"
"BMP7","BMPR1A_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP7_BMPR1A_ACVR2A"
"BMP7","BMPR1A_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP7_BMPR1A_ACVR2B"
"BMP7","BMPR1A_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP7_BMPR1A_BMPR2"
"BMP7","BMPR1B_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP7_BMPR1B_ACVR2A"
"BMP7","BMPR1B_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP7_BMPR1B_ACVR2B"
"BMP7","BMPR1B_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP7_BMPR1B_BMPR2"
"BMP8A","ACVR1_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8A_ACVR1_ACVR2A"
"BMP8A","ACVR1_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8A_ACVR1_ACVR2B"
"BMP8A","ACVR1_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8A_ACVR1_BMPR2"
"BMP8A","BMPR1A_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8A_BMPR1A_ACVR2A"
"BMP8A","BMPR1A_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8A_BMPR1A_ACVR2B"
"BMP8A","BMPR1A_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8A_BMPR1A_BMPR2"
"BMP8A","BMPR1B_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8A_BMPR1B_ACVR2A"
"BMP8A","BMPR1B_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8A_BMPR1B_ACVR2B"
"BMP8A","BMPR1B_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8A_BMPR1B_BMPR2"
"BMP8B","ACVR1_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8B_ACVR1_ACVR2A"
"BMP8B","ACVR1_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8B_ACVR1_ACVR2B"
"BMP8B","ACVR1_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8B_ACVR1_BMPR2"
"BMP8B","BMPR1A_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8B_BMPR1A_ACVR2A"
"BMP8B","BMPR1A_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8B_BMPR1A_ACVR2B"
"BMP8B","BMPR1A_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8B_BMPR1A_BMPR2"
"BMP8B","BMPR1B_ACVR2A","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8B_BMPR1B_ACVR2A"
"BMP8B","BMPR1B_ACVR2B","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8B_BMPR1B_ACVR2B"
"BMP8B","BMPR1B_BMPR2","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","BMP8B_BMPR1B_BMPR2"
"BMP10","ACVRL1_BMPR2","BMP10","Secreted Signaling","KEGG: hsa04350; PMID:26893264; PMID: 25620979","BMP10_ACVRL1_BMPR2"
"BMP10","ACVRL1_ACVR2A","BMP10","Secreted Signaling","KEGG: hsa04350; PMID:26893264; PMID: 25620979","BMP10_ACVRL1_ACVR2A"
"GDF2","ACVRL1_BMPR2","BMP10","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF2_ACVRL1_BMPR2"
"GDF2","ACVRL1_ACVR2A","BMP10","Secreted Signaling","KEGG: hsa04350; PMID:26893264","GDF2_ACVRL1_ACVR2A"
"GDF9","ACVR1B_BMPR2","GDF","Secreted Signaling","KEGG: hsa04350","GDF9_ACVR1B_BMPR2"
"GDF10","ACVR1B_ACVR2A","GDF","Secreted Signaling","KEGG: hsa04350","GDF10_ACVR1B_ACVR2A"
"GDF11","TGFBR1_ACVR2A","GDF","Secreted Signaling","KEGG: hsa04350","GDF11_TGFBR1_ACVR2A"
"GDF11","TGFBR1_ACVR2B","GDF","Secreted Signaling","KEGG: hsa04350","GDF11_TGFBR1_ACVR2B"
"GDF11","ACVR1B_ACVR2B","GDF","Secreted Signaling","KEGG: hsa04350","GDF11_ACVR1B_ACVR2B"
"GDF15","TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350","GDF15_TGFBR2"
"MSTN","TGFBR1_ACVR2B","MSTN","Secreted Signaling","KEGG: hsa04060","MSTN_TGFBR1_ACVR2B"
"MSTN","ACVR1B_ACVR2B","MSTN","Secreted Signaling","KEGG: hsa04060","MSTN_ACVR1B_ACVR2B"
"MSTN","ACVR1B_ACVR2A","MSTN","Secreted Signaling","KEGG: hsa04060","MSTN_ACVR1B_ACVR2A"
"MSTN","TGFBR1_ACVR2A","MSTN","Secreted Signaling","KEGG: hsa04060","MSTN_TGFBR1_ACVR2A"
"AMH","AMHR2_ACVR1","AMH","Secreted Signaling","KEGG: hsa04060","AMH_AMHR2_ACVR1"
"AMH","AMHR2_BMPR1A","AMH","Secreted Signaling","KEGG: hsa04060","AMH_AMHR2_BMPR1A"
"GDNF","GFRA1_RET","GDNF","Secreted Signaling","PMID: 11544105","GDNF_GFRA1_RET"
"NRTN","GFRA2_RET","GDNF","Secreted Signaling","PMID: 11544106","NRTN_GFRA2_RET"
"ARTN","GFRA3_RET","GDNF","Secreted Signaling","PMID: 11544107","ARTN_GFRA3_RET"
"PSPN","GFRA4_RET","GDNF","Secreted Signaling","PMID: 11544108","PSPN_GFRA4_RET"
"ARTN","GFRA1_RET","GDNF","Secreted Signaling","PMID: 11544109","ARTN_GFRA1_RET"
"NODAL","ACVR1B_ACVR2A_CFC1","NODAL","Secreted Signaling","KEGG: hsa04350; PMID: 17287255","NODAL_ACVR1B_ACVR2A_CFC1"
"NODAL","ACVR1C_ACVR2A_CFC1","NODAL","Secreted Signaling","KEGG: hsa04350; PMID: 17287255","NODAL_ACVR1C_ACVR2A_CFC1"
"NODAL","ACVR1B_ACVR2B_CFC1","NODAL","Secreted Signaling","KEGG: hsa04350; PMID: 17287255","NODAL_ACVR1B_ACVR2B_CFC1"
"NODAL","ACVR1C_ACVR2B_CFC1","NODAL","Secreted Signaling","KEGG: hsa04350; PMID: 17287255","NODAL_ACVR1C_ACVR2B_CFC1"
"GDF1","ACVR1B_ACVR2A_CFC1","NODAL","Secreted Signaling","KEGG: hsa04350; PMID: 17287255","GDF1_ACVR1B_ACVR2A_CFC1"
"GDF1","ACVR1B_ACVR2B_CFC1","NODAL","Secreted Signaling","KEGG: hsa04350; PMID: 17287255","GDF1_ACVR1B_ACVR2B_CFC1"
"GDF1","ACVR1C_ACVR2A_CFC1","NODAL","Secreted Signaling","KEGG: hsa04350; PMID: 17287255","GDF1_ACVR1C_ACVR2A_CFC1"
"GDF1","ACVR1C_ACVR2B_CFC1","NODAL","Secreted Signaling","KEGG: hsa04350; PMID: 17287255","GDF1_ACVR1C_ACVR2B_CFC1"
"GDF3","ACVR1B_ACVR2A_CFC1","NODAL","Secreted Signaling","KEGG: hsa04350; PMID: 17287255","GDF3_ACVR1B_ACVR2A_CFC1"
"GDF3","ACVR1B_ACVR2B_CFC1","NODAL","Secreted Signaling","KEGG: hsa04350; PMID: 17287255","GDF3_ACVR1B_ACVR2B_CFC1"
"GDF3","ACVR1C_ACVR2A_CFC1","NODAL","Secreted Signaling","KEGG: hsa04350; PMID: 17287255","GDF3_ACVR1C_ACVR2A_CFC1"
"GDF3","ACVR1C_ACVR2B_CFC1","NODAL","Secreted Signaling","KEGG: hsa04350; PMID: 17287255","GDF3_ACVR1C_ACVR2B_CFC1"
"INHBA","ACVR1B_ACVR2A","ACTIVIN","Secreted Signaling","KEGG: hsa04350","INHBA_ACVR1B_ACVR2A"
"INHBA","ACVR1B_ACVR2B","ACTIVIN","Secreted Signaling","KEGG: hsa04351","INHBA_ACVR1B_ACVR2B"
"INHBB","ACVR1B_ACVR2A","ACTIVIN","Secreted Signaling","KEGG: hsa04352","INHBB_ACVR1B_ACVR2A"
"INHBB","ACVR1B_ACVR2B","ACTIVIN","Secreted Signaling","KEGG: hsa04353","INHBB_ACVR1B_ACVR2B"
"INHBB","ACVR1C_ACVR2A","ACTIVIN","Secreted Signaling","KEGG: hsa04354","INHBB_ACVR1C_ACVR2A"
"INHBB","ACVR1C_ACVR2B","ACTIVIN","Secreted Signaling","KEGG: hsa04355","INHBB_ACVR1C_ACVR2B"
"INHBC","ACVR1B_ACVR2A","ACTIVIN","Secreted Signaling","KEGG: hsa04356","INHBC_ACVR1B_ACVR2A"
"INHBC","ACVR1B_ACVR2B","ACTIVIN","Secreted Signaling","KEGG: hsa04357","INHBC_ACVR1B_ACVR2B"
"INHBC","ACVR1C_ACVR2A","ACTIVIN","Secreted Signaling","KEGG: hsa04358","INHBC_ACVR1C_ACVR2A"
"INHBC","ACVR1C_ACVR2B","ACTIVIN","Secreted Signaling","KEGG: hsa04359","INHBC_ACVR1C_ACVR2B"
"INHBE","ACVR1B_ACVR2A","ACTIVIN","Secreted Signaling","KEGG: hsa04360","INHBE_ACVR1B_ACVR2A"
"INHBE","ACVR1B_ACVR2B","ACTIVIN","Secreted Signaling","KEGG: hsa04361","INHBE_ACVR1B_ACVR2B"
"INHBE","ACVR1C_ACVR2A","ACTIVIN","Secreted Signaling","KEGG: hsa04362","INHBE_ACVR1C_ACVR2A"
"INHBE","ACVR1C_ACVR2B","ACTIVIN","Secreted Signaling","KEGG: hsa04363","INHBE_ACVR1C_ACVR2B"
"Activin AB","ACVR1B_ACVR2A","ACTIVIN","Secreted Signaling","PMID: 2457849; PMID: 22991378","Activin AB_ACVR1B_ACVR2A"
"Activin AB","ACVR1B_ACVR2B","ACTIVIN","Secreted Signaling","PMID: 2457849; PMID: 22991378","Activin AB_ACVR1B_ACVR2B"
"Activin AB","ACVR1C_ACVR2A","ACTIVIN","Secreted Signaling","PMID: 2457849; PMID: 22991378","Activin AB_ACVR1C_ACVR2A"
"Activin AB","ACVR1C_ACVR2B","ACTIVIN","Secreted Signaling","PMID: 2457849; PMID: 22991378","Activin AB_ACVR1C_ACVR2B"
"Inhibin A","ACVR2A","ACTIVIN","Secreted Signaling","PMID: 15027884","Inhibin A_ACVR2A"
"Inhibin B","ACVR2B","ACTIVIN","Secreted Signaling","PMID: 15027884","Inhibin B_ACVR2B"
"WNT1","FZD1_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT1_FZD1_LRP5"
"WNT1","FZD10_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT1_FZD10_LRP5"
"WNT1","FZD2_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT1_FZD2_LRP5"
"WNT1","FZD3_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT1_FZD3_LRP5"
"WNT1","FZD4_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT1_FZD4_LRP5"
"WNT1","FZD5_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT1_FZD5_LRP5"
"WNT1","FZD6_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT1_FZD6_LRP5"
"WNT1","FZD7_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT1_FZD7_LRP5"
"WNT1","FZD8_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT1_FZD8_LRP5"
"WNT1","FZD9_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT1_FZD9_LRP5"
"WNT10A","FZD1_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10A_FZD1_LRP5"
"WNT10A","FZD10_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10A_FZD10_LRP5"
"WNT10A","FZD2_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10A_FZD2_LRP5"
"WNT10A","FZD3_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10A_FZD3_LRP5"
"WNT10A","FZD4_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10A_FZD4_LRP5"
"WNT10A","FZD5_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10A_FZD5_LRP5"
"WNT10A","FZD6_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10A_FZD6_LRP5"
"WNT10A","FZD7_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10A_FZD7_LRP5"
"WNT10A","FZD8_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10A_FZD8_LRP5"
"WNT10A","FZD9_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10A_FZD9_LRP5"
"WNT10B","FZD1_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10B_FZD1_LRP5"
"WNT10B","FZD10_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10B_FZD10_LRP5"
"WNT10B","FZD2_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10B_FZD2_LRP5"
"WNT10B","FZD3_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10B_FZD3_LRP5"
"WNT10B","FZD4_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10B_FZD4_LRP5"
"WNT10B","FZD5_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10B_FZD5_LRP5"
"WNT10B","FZD6_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10B_FZD6_LRP5"
"WNT10B","FZD7_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10B_FZD7_LRP5"
"WNT10B","FZD8_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10B_FZD8_LRP5"
"WNT10B","FZD9_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT10B_FZD9_LRP5"
"WNT16","FZD1_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT16_FZD1_LRP5"
"WNT16","FZD10_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT16_FZD10_LRP5"
"WNT16","FZD2_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT16_FZD2_LRP5"
"WNT16","FZD3_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT16_FZD3_LRP5"
"WNT16","FZD4_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT16_FZD4_LRP5"
"WNT16","FZD5_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT16_FZD5_LRP5"
"WNT16","FZD6_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT16_FZD6_LRP5"
"WNT16","FZD7_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT16_FZD7_LRP5"
"WNT16","FZD8_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT16_FZD8_LRP5"
"WNT16","FZD9_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT16_FZD9_LRP5"
"WNT2","FZD1_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2_FZD1_LRP5"
"WNT2","FZD10_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2_FZD10_LRP5"
"WNT2","FZD2_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2_FZD2_LRP5"
"WNT2","FZD3_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2_FZD3_LRP5"
"WNT2","FZD4_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2_FZD4_LRP5"
"WNT2","FZD5_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2_FZD5_LRP5"
"WNT2","FZD6_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2_FZD6_LRP5"
"WNT2","FZD7_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2_FZD7_LRP5"
"WNT2","FZD8_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2_FZD8_LRP5"
"WNT2","FZD9_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2_FZD9_LRP5"
"WNT2B","FZD1_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2B_FZD1_LRP5"
"WNT2B","FZD10_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2B_FZD10_LRP5"
"WNT2B","FZD2_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2B_FZD2_LRP5"
"WNT2B","FZD3_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2B_FZD3_LRP5"
"WNT2B","FZD4_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2B_FZD4_LRP5"
"WNT2B","FZD5_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2B_FZD5_LRP5"
"WNT2B","FZD6_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2B_FZD6_LRP5"
"WNT2B","FZD7_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2B_FZD7_LRP5"
"WNT2B","FZD8_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2B_FZD8_LRP5"
"WNT2B","FZD9_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT2B_FZD9_LRP5"
"WNT3","FZD1_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT3_FZD1_LRP5"
"WNT3","FZD10_LRP5","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147","WNT3_FZD10_LRP5"
