"source","target","ligand.complex","ligand","receptor.complex","receptor","receptor.prop","ligand.prop","ligand.expr","receptor.expr","ligand.sum","receptor.sum","prod_weight","edge_specificity"
"Astrocyte","Endothelial","GDF6","GDF6","ACVR2B_BMPR1A","ACVR2B",0.17439293598234,0.45,0.34713046358055,0.197699511590419,0.475025454207523,1.40612319843576,0.0686275231080304,0.102744378501247
"Astrocyte","Endothelial","GDF6","GDF6","BMPR1A_BMPR2","BMPR1A",0.28476821192053,0.45,0.34713046358055,0.402645283889289,0.475025454207523,3.05053454670864,0.139770444055011,0.0964545047330106
"Astrocyte","Endothelial","HMGB1","HMGB1","HAVCR2","HAVCR2",0.205298013245033,0.98125,1.55485104999707,0.167403221346452,13.6472849079607,1.44659393843863,0.260287074483422,0.0131843797330747
"Astrocyte","Endothelial","IL11","IL11","IL11RA_IL6ST","IL11RA",0.615894039735099,0.3375,0.252884019746236,0.965305142668033,0.405392869748444,7.52641689175063,0.244110244759606,0.0800058290521723
"Astrocyte","Endothelial","IL16","IL16","CD9","CD9",0.905077262693157,0.1125,0.0752140325201439,1.18933246032627,0.606233121744966,9.58863737743689,0.089454490348243,0.0153888295884438
"Astrocyte","Endothelial","IL16","IL16","CD4","CD4",0.275938189845475,0.1125,0.0752140325201439,0.241913139025855,0.606233121744966,2.32548485609645,0.0181952627057408,0.0129064009927906
"Astrocyte","Endothelial","IL1A","IL1A","IL1R1_IL1RAP","IL1R1",0.125827814569536,0.15,0.119586604226534,0.246124945816023,0.266183929831431,2.51690982380627,0.029433246485578,0.0439327793305372
"Astrocyte","Endothelial","IL1B","IL1B","IL1R1_IL1RAP","IL1R1",0.125827814569536,0.23125,0.173500119727252,0.246124945816023,0.594561648757239,2.51690982380627,0.0427027075669436,0.0285358533339674
"Astrocyte","Endothelial","INHBA","INHBA","ACVR1B_ACVR2A","ACVR2A",0.125827814569536,0.225,0.183039623515306,0.164825558345112,0.823297763629538,1.32757109265055,0.0301696081451895,0.027602914898325
"Astrocyte","Endothelial","INHBA_INHBB","INHBA","ACVR1B_ACVR2A","ACVR2A",0.125827814569536,0.225,0.188752120454567,0.164825558345112,1.07965884486136,1.32757109265055,0.0311111736427478,0.0217056132550627
"Astrocyte","Endothelial","INHBA","INHBA","ACVR1B_ACVR2B","ACVR2B",0.17439293598234,0.225,0.183039623515306,0.184064817263957,0.823297763629538,1.43304616397451,0.0336911548544084,0.0285560925737647
"Astrocyte","Endothelial","INHBA_INHBB","INHBA","ACVR1B_ACVR2B","ACVR2B",0.17439293598234,0.225,0.188752120454567,0.184064817263957,1.07965884486136,1.43304616397451,0.0347426245596543,0.0224551466308914
"Astrocyte","Endothelial","INHBB","INHBB","ACVR1B_ACVR2A","ACVR2A",0.125827814569536,0.2375,0.194464617393827,0.164825558345112,1.33601992609319,1.32757109265055,0.0320527391403061,0.0180715093322684
"Astrocyte","Endothelial","INHBB","INHBB","ACVR1B_ACVR2B","ACVR2B",0.17439293598234,0.2375,0.194464617393827,0.184064817263957,1.33601992609319,1.43304616397451,0.0357940942649002,0.0186955506453133
"Astrocyte","Endothelial","LGALS9","LGALS9","HAVCR2","HAVCR2",0.205298013245033,0.19375,0.140548770823394,0.167403221346452,2.55909567392925,1.44659393843863,0.0235283169921203,0.00635561672274198
"Astrocyte","Endothelial","LIF","LIF","IL6ST_LIFR","IL6ST",0.966887417218543,0.5375,0.539565803561186,1.41727451104719,2.17288777663,11.0474886763349,0.764712860419965,0.0318564613312443
"Astrocyte","Endothelial","SEMA3A","SEMA3A","NRP1_PLXNA2","PLXNA2",0.282560706401766,0.4125,0.308863384668132,0.440421701081642,2.13311620242612,4.49305754018358,0.136030137277372,0.0141931450596991
"Astrocyte","Endothelial","SEMA3A","SEMA3A","NRP1_PLXNA3","PLXNA3",0.43046357615894,0.4125,0.308863384668132,0.511497820682644,2.13311620242612,5.08118964313964,0.157982948146415,0.0145757293445869
"Astrocyte","Endothelial","SEMA4C","SEMA4C","PLXNB2","PLXNB2",0.962472406181015,0.3875,0.263515336150499,1.34045896376026,1.87666096334811,11.316983491808,0.353231494431234,0.0166319402470605
"Astrocyte","Endothelial","SEMA4D","SEMA4D","PLXNB2","PLXNB2",0.962472406181015,0.15,0.111362608835481,1.34045896376026,2.04917486328797,11.316983491808,0.149277007241247,0.00643699567554195
"Astrocyte","Endothelial","SLIT1","SLIT1","ROBO2","ROBO2",0.849889624724062,0.125,0.0869597104913094,1.03979584138933,1.33927646661914,4.35227696798533,0.0904203453372838,0.0155124144280719
"Astrocyte","Endothelial","SLIT1","SLIT1","ROBO1","ROBO1",0.704194260485651,0.125,0.0869597104913094,0.772419919800918,1.33927646661914,6.30234598767519,0.0671694126036083,0.00795791088190842
"Astrocyte","Endothelial","TGFB1","TGFB1","TGFBR1_TGFBR2","TGFBR1",0.448123620309051,0.69375,0.686872444234689,0.482629809482945,5.13415746421799,4.27037520731518,0.331505116900073,0.0151201123051637
"Astrocyte","Endothelial","TGFB2","TGFB2","TGFBR1_TGFBR2","TGFBR1",0.448123620309051,0.29375,0.203908055591539,0.482629809482945,1.29101149142871,4.27037520731518,0.098412106022182,0.0178505820978319
"Astrocyte","Endothelial","TGFB3","TGFB3","TGFBR1_TGFBR2","TGFBR1",0.448123620309051,0.43125,0.330086205312426,0.482629809482945,1.80633062201465,4.27037520731518,0.159309442382884,0.0206527666475718
"Astrocyte","Endothelial","TNFSF10","TNFSF10","TNFRSF11B","TNFRSF11B",0.298013245033113,0.10625,0.0749374897637678,0.262585950254592,1.57644482002939,2.49844624259676,0.0196775319593128,0.00499599325241628
"Astrocyte","Endothelial","TXLNA","TXLNA","STX3","STX3",0.165562913907285,0.70625,0.679918844585189,0.13755827609879,6.48108469193632,1.42234541832916,0.0935284641482195,0.010145910523087
"Astrocyte","Endothelial","TXLNA","TXLNA","STX4","STX4",0.465783664459161,0.70625,0.679918844585189,0.422493143184682,6.48108469193632,4.32554518168771,0.287261049759294,0.0102467984483156
"Astrocyte","Endothelial","TXLNA","TXLNA","STX1A","STX1A",0.112582781456954,0.70625,0.679918844585189,0.0883022068544298,6.48108469193632,1.096242525849,0.0600383344587862,0.00845034215285751
"Astrocyte","Endothelial","VCAN","VCAN","CD44","CD44",0.940397350993378,0.7625,0.854718341123994,1.32521676753196,4.6708990118438,13.1799285855865,1.13268707717462,0.0183990928462053
"Astrocyte","Endothelial","PGF","PGF","FLT1","FLT1",0.200883002207506,0.2375,0.193028018610755,0.180955215158239,1.96436860025991,2.92742848615091,0.0349294266392777,0.00607410337393557
"Astrocyte","Endothelial","PGF","PGF","FLT1_KDR","KDR",0.183222958057395,0.2375,0.193028018610755,0.173386832688649,1.96436860025991,2.56586453347668,0.0334685167670843,0.00664017857107599
"Astrocyte","Endothelial","VEGFB","VEGFB","FLT1_KDR","KDR",0.183222958057395,0.78125,0.796866311073861,0.173386832688649,8.37758590460919,2.56586453347668,0.138166125753384,0.00642760183878092
"Astrocyte","Endothelial","VEGFA","VEGFA","NRP1","NRP1",0.620309050772627,1,1.91524508292667,0.626317247608506,14.1890396305032,6.37647879645394,1.19955102883436,0.0132582073239853
"Astrocyte","Endothelial","VEGFA","VEGFA","NRP2","NRP2",0.772626931567329,1,1.91524508292667,0.867109315029244,14.1890396305032,7.90875351843134,1.66072685196967,0.0147991634012009
"Astrocyte","Endothelial","VEGFB","VEGFB","NRP1","NRP1",0.620309050772627,0.78125,0.796866311073861,0.626317247608506,8.37758590460919,6.37647879645394,0.499091114663724,0.00934286403035774
"Astrocyte","Endothelial","PGF","PGF","NRP1","NRP1",0.620309050772627,0.2375,0.193028018610755,0.626317247608506,1.96436860025991,6.37647879645394,0.120896777327612,0.00965185571274036
"Astrocyte","Endothelial","PGF","PGF","NRP2","NRP2",0.772626931567329,0.2375,0.193028018610755,0.867109315029244,1.96436860025991,7.90875351843134,0.167376392999024,0.0107736578805227
"Astrocyte","Endothelial","SPP1","SPP1","CD44","CD44",0.940397350993378,1,2.34621869135139,1.32521676753196,20.9473703501564,13.1799285855865,3.10924835007575,0.0112619305381466
"Astrocyte","Endothelial","SPP1","SPP1","ITGAV_ITGB5","ITGB5",0.902869757174393,1,2.34621869135139,1.55767108507554,20.9473703501564,11.4903434285682,3.65463701478182,0.0151838438250725
"Astrocyte","Endothelial","SPP1","SPP1","ITGA5_ITGB1","ITGA5",0.401766004415011,1,2.34621869135139,0.791117529824393,20.9473703501564,8.89533130921739,1.85613473552973,0.00996134218423239
"Astrocyte","Endothelial","COL9A3","COL9A3","ITGA1_ITGB1","ITGA1",0.258278145695364,0.66875,0.613938013783797,0.724435371037727,6.74080163283094,7.675276439506,0.44475841280963,0.00859643924901913
"Astrocyte","Endothelial","COL9A2","COL9A2","ITGA1_ITGB1","ITGA1",0.258278145695364,0.575,0.54203927250777,0.724435371037727,3.42236906318684,7.675276439506,0.392672421496186,0.0149489101931548
"Astrocyte","Endothelial","COL8A1","COL8A1","ITGA1_ITGB1","ITGA1",0.258278145695364,0.90625,1.16066652993291,0.724435371037727,10.7387731721076,7.675276439506,0.840827888263018,0.0102013679491977
"Astrocyte","Endothelial","COL7A1","COL7A1","ITGA1_ITGB1","ITGA1",0.258278145695364,0.55625,0.474854657822242,0.724435371037727,3.39061042429255,7.675276439506,0.344001510228449,0.0132186903699501
"Astrocyte","Endothelial","COL6A6","COL6A6","ITGA1_ITGB1","ITGA1",0.258278145695364,0.3625,0.258576195167723,0.724435371037727,0.314785510428446,7.675276439506,0.187321741887853,0.0775317216035919
"Astrocyte","Endothelial","COL6A3","COL6A3","ITGA1_ITGB1","ITGA1",0.258278145695364,0.65,0.685621578864781,0.724435371037727,3.49159608309213,7.675276439506,0.49668852287638,0.0185338694999556
"Astrocyte","Endothelial","COL6A2","COL6A2","ITGA1_ITGB1","ITGA1",0.258278145695364,1,1.79509525345282,0.724435371037727,14.7107511593664,7.675276439506,1.30043049598315,0.0115175012981365
"Astrocyte","Endothelial","COL6A1","COL6A1","ITGA1_ITGB1","ITGA1",0.258278145695364,0.99375,1.82454150143714,0.724435371037727,14.9399069909833,7.675276439506,1.32176239956734,0.0115268720676512
"Astrocyte","Endothelial","COL5A3","COL5A3","ITGA1_ITGB1","ITGA1",0.258278145695364,0.40625,0.347811174321721,0.724435371037727,5.02207262537742,7.675276439506,0.251966717120823,0.0065368145228625
"Astrocyte","Endothelial","COL5A2","COL5A2","ITGA1_ITGB1","ITGA1",0.258278145695364,0.88125,1.09248091788783,0.724435371037727,6.80553778304858,7.675276439506,0.79143181910171,0.0151515488737331
"Astrocyte","Endothelial","COL5A1","COL5A1","ITGA1_ITGB1","ITGA1",0.258278145695364,0.8,0.899181073240903,0.724435371037727,4.89241696500485,7.675276439506,0.651398574423375,0.0173471971381303
"Astrocyte","Endothelial","COL4A5","COL4A5","ITGA1_ITGB1","ITGA1",0.258278145695364,0.28125,0.185441137933443,0.724435371037727,1.83131223280353,7.675276439506,0.134340119564472,0.00955761005785753
